"id","b_bpurp_1","b_bpurp_2","b_bpurp_3","b_bpurp_4","fu1_bpurp_1","fu1_bpurp_2","fu1_bpurp_3","fu1_bpurp_4","fu2_bpurp_1","fu2_bpurp_2","fu2_bpurp_3","fu2_bpurp_4","b_pilea_eng_1","b_pilea_eng_2","b_pilea_eng_3","b_pilea_bey_4","b_pilea_bey_5","b_pilea_bey_6","fu1_pilea_eng_1","fu1_pilea_eng_2","fu1_pilea_eng_3","fu1_pilea_bey_4","fu1_pilea_bey_5","fu1_pilea_bey_6","fu2_pilea_eng_1","fu2_pilea_eng_2","fu2_pilea_eng_3","fu2_pilea_bey_4","fu2_pilea_bey_5","fu2_pilea_bey_6","b_shs_gh_a","b_shs_rh_a","b_shs_ch_a","b_shs_ch_b_r","fu1_shs_gh_a","fu1_shs_rh_a","fu1_shs_ch_a","fu1_shs_ch_fu1_r","fu2_shs_gh_a","fu2_shs_rh_a","fu2_shs_ch_a","fu2_shs_ch_b_r","b_purpose_pomp","fu1_purpose_pomp","fu2_purpose_pomp","b_pilea_pomp","b_pilea_eng_pomp","b_pilea_bey_pomp","fu1_pilea_pomp","fu1_pilea_eng_pomp","fu1_pilea_bey_pomp","fu2_pilea_pomp","fu2_pilea_eng_pomp","fu2_pilea_bey_pomp","b_happiness_pomp","fu1_happiness_pomp","fu2_happiness_pomp","b_gshs_path_pomp","b_gshs_agen_pomp","fu1_gshs_path_pomp","fu1_gshs_agen_pomp","fu2_gshs_path_pomp","fu2_gshs_agen_pomp","b_self_control_pomp","b_autonomy_pomp","b_competence_pomp","b_relatedness_pomp","fu1_autonomy_pomp","fu1_competence_pomp","fu1_relatedness_pomp","fu2_autonomy_pomp","fu2_competence_pomp","fu2_relatedness_pomp","b_distress_intolerance_pomp","b_experiential_avoidance_pomp","b_implicit_beliefs_emotions_pomp","b_vali_con_pomp","b_vali_trad_pomp","b_vali_ben_pomp","b_vali_univ_pomp","b_vali_sd_pomp","b_vali_stim_pomp","b_vali_hed_pomp","b_vali_ach_pomp","b_vali_pow_pomp","b_vali_sec_pomp","b_valc_con_pomp","b_valc_trad_pomp","b_valc_ben_pomp","b_valc_univ_pomp","b_valc_sd_pomp","b_valc_stim_pomp","b_valc_hed_pomp","b_valc_ach_pomp","b_valc_pow_pomp","b_valc_sec_pomp","fu1_vali_con_pomp","fu1_vali_trad_pomp","fu1_vali_ben_pomp","fu1_vali_univ_pomp","fu1_vali_sd_pomp","fu1_vali_stim_pomp","fu1_vali_hed_pomp","fu1_vali_ach_pomp","fu1_vali_pow_pomp","fu1_vali_sec_pomp","fu1_valc_con_pomp","fu1_valc_trad_pomp","fu1_valc_ben_pomp","fu1_valc_univ_pomp","fu1_valc_sd_pomp","fu1_valc_stim_pomp","fu1_valc_hed_pomp","fu1_valc_ach_pomp","fu1_valc_pow_pomp","fu1_valc_sec_pomp","fu2_vali_con_pomp","fu2_vali_trad_pomp","fu2_vali_ben_pomp","fu2_vali_univ_pomp","fu2_vali_sd_pomp","fu2_vali_stim_pomp","fu2_vali_hed_pomp","fu2_vali_ach_pomp","fu2_vali_pow_pomp","fu2_vali_sec_pomp","fu2_valc_con_pomp","fu2_valc_trad_pomp","fu2_valc_ben_pomp","fu2_valc_univ_pomp","fu2_valc_sd_pomp","fu2_valc_stim_pomp","fu2_valc_hed_pomp","fu2_valc_ach_pomp","fu2_valc_pow_pomp","fu2_valc_sec_pomp","b_stress_tolerance_pomp","fu1_stress_tolerance_pomp","fu2_stress_tolerance_pomp","b_bpurp_mean_POMP","fu1_bpurp_mean_POMP","fu2_bpurp_mean_POMP","fu1_pilea_mean_POMP","b_shs_mean_POMP","fu1_shs_mean_POMP","fu2_shs_mean_POMP","fu1_gshs_mean_POMP","fu1_gshs_path_mean_POMP","fu1_gshs_agen_mean_POMP","b_bmeaq_mean_POMP","fu1_vali_con_mean_POMP","fu1_vali_trad_mean_POMP","fu1_vali_ben_mean_POMP","fu1_vali_univ_mean_POMP","fu1_vali_sd_mean_POMP","fu1_vali_stim_mean_POMP","fu1_vali_hed_mean_POMP","fu1_vali_ach_mean_POMP","fu1_vali_pow_mean_POMP","fu1_vali_sec_mean_POMP","b_bmpns_A_tot_POMP","b_bmpns_C_tot_POMP","b_bmpns_R_tot_POMP","fu1_bmpns_A_tot_POMP","fu1_bmpns_C_tot_POMP","fu1_bmpns_R_tot_POMP","b_gshs_mean_pomp","fu1_gshs_mean_pomp","fu2_gshs_mean_pomp"
174,2,2,1,2,2,3,2,3,3,3,3,3,2,3,1,4,4,4,1,1,1,4,4,4,2,3,3,4,4,4,6,4,2,6,4,4,4,5,6,6,5,6,43.75,62.5,75,75,50,100,62.5,25,100,83.3333333333332,66.6666666666668,100,75,16.6666666666667,1041.66666666667,71.4285714285714,80.952380952381,47.6190476190476,57.1428571428571,90.4761904761904,100,66.6666666666667,87.5,29.1666666666668,75,4.16666666666667,33.3333333333333,62.5,75,66.6666666666668,87.5,0,20,37.5,83.3333333333333,0,91.6666666666667,100,100,91.6666666666667,75,25,50,91.6666666666667,83.3333333333333,100,100,83.3333333333333,58.3333333333333,25,83.3333333333333,16.6666666666667,100,83.3333333333333,50,0,91.6666666666667,91.6666666666667,83.3333333333333,91.6666666666667,83.3333333333333,33.3333333333333,50,91.6666666666667,66.6666666666667,NA,83.3333333333333,NA,41.6666666666667,33.3333333333333,41.6666666666667,50,50,75,58.3333333333333,0,100,100,83.3333333333333,66.6666666666667,91.6666666666667,16.6666666666667,58.3333333333333,66.6666666666667,100,8.33333333333333,83.3333333333333,100,41.6666666666667,8.33333333333333,66.6666666666667,33.3333333333333,75,50,86.6666666666667,70,76.6666666666667,43.75,62.5,75,62.5,75,70.8333333333333,95.8333333333333,52.3809523809524,47.6190476190476,57.1428571428571,20,50,0,91.6666666666667,91.6666666666667,83.3333333333333,91.6666666666667,83.3333333333333,33.3333333333333,50,91.6666666666667,87.5,29.1666666666667,75,4.16666666666667,33.3333333333333,62.5,76.1904761904761,52.3809523809524,95.2380952380953
175,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,68.75,NA,NA,79.1666666666668,83.3333333333332,75,NA,NA,NA,NA,NA,NA,62.5,NA,NA,61.9047619047619,42.8571428571429,NA,NA,NA,NA,66.6666666666667,66.6666666666668,95.8333333333332,83.3333333333332,NA,NA,NA,NA,NA,NA,6,31.1111111111112,70.8333333333333,58.3333333333333,16.6666666666667,33.3333333333333,58.3333333333333,83.3333333333333,100,58.3333333333333,66.6666666666667,33.3333333333333,91.6666666666667,75,8.33333333333333,41.6666666666667,33.3333333333333,83.3333333333333,100,41.6666666666667,91.6666666666667,33.3333333333333,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,68.75,NA,NA,NA,62.5,NA,NA,NA,NA,NA,31.1111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6666666666667,95.8333333333333,83.3333333333333,NA,NA,NA,52.3809523809524,NA,NA
176,4,3,3,3,4,3,3,3,3,3,3,3,2,2,2,2,1,0,3,3,3,1,1,1,2,2,2,1,2,2,4,4,2,4,4,4,2,4,3,4,3,4,81.25,81.25,75,37.5,50,25,50,75,25,45.8333333333333,50,41.6666666666667,58.3333333333333,50,833.333333333333,28.5714285714286,71.4285714285714,57.1428571428571,71.4285714285714,66.6666666666667,80.952380952381,56.6666666666667,70.8333333333332,70.8333333333332,70.8333333333332,66.6666666666668,62.5,66.6666666666668,54.1666666666667,54.1666666666667,58.3333333333333,0,21.1111111111112,66.6666666666667,58.3333333333333,50,33.3333333333333,75,50,16.6666666666667,0,41.6666666666667,0,41.6666666666667,50,41.6666666666667,25,8.33333333333333,16.6666666666667,0,0,0,0,8.33333333333333,58.3333333333333,66.6666666666667,41.6666666666667,58.3333333333333,66.6666666666667,16.6666666666667,16.6666666666667,25,16.6666666666667,50,33.3333333333333,NA,16.6666666666667,NA,0,0,8.33333333333333,0,8.33333333333333,16.6666666666667,75,75,50,75,41.6666666666667,16.6666666666667,8.33333333333333,16.6666666666667,33.3333333333333,41.6666666666667,25,25,0,0,8.33333333333333,0,0,0,0,8.33333333333333,66.6666666666667,113.333333333333,108.333333333333,81.25,81.25,75,50,58.3333333333333,58.3333333333333,58.3333333333333,64.2857142857143,57.1428571428571,71.4285714285714,21.1111111111111,58.3333333333333,66.6666666666667,41.6666666666667,58.3333333333333,66.6666666666667,16.6666666666667,16.6666666666667,25,16.6666666666667,50,70.8333333333333,70.8333333333333,70.8333333333333,66.6666666666667,62.5,66.6666666666667,50,64.2857142857143,73.8095238095239
177,3,2,3,3,1,2,1,2,3,2,1,1,2,2,2,3,3,3,0,0,0,2,2,0,1,1,1,4,3,2,3,1,1,2,3,2,2,2,3,3,2,3,68.75,37.5,43.75,62.5,50,75,16.6666666666667,0,33.3333333333333,50,25,75,29.1666666666667,0,277.777777777778,57.1428571428571,95.2380952380953,42.8571428571429,52.3809523809524,61.9047619047619,90.4761904761904,33.3333333333333,54.1666666666667,37.5,25,50,37.5,54.1666666666667,45.8333333333333,33.3333333333333,58.3333333333333,62,46.6666666666667,33.3333333333333,41.6666666666667,8.33333333333333,83.3333333333333,75,66.6666666666667,83.3333333333333,66.6666666666667,66.6666666666667,16.6666666666667,16.6666666666667,75,0,75,50,33.3333333333333,41.6666666666667,58.3333333333333,33.3333333333333,16.6666666666667,25,25,8.33333333333333,58.3333333333333,25,50,33.3333333333333,66.6666666666667,66.6666666666667,25,8.33333333333333,25,NA,58.3333333333333,NA,33.3333333333333,8.33333333333333,66.6666666666667,33.3333333333333,25,0,25,0,66.6666666666667,50,83.3333333333333,33.3333333333333,58.3333333333333,33.3333333333333,33.3333333333333,25,25,0,50,41.6666666666667,58.3333333333333,8.33333333333333,33.3333333333333,25,25,16.6666666666667,23.3333333333333,50,56.6666666666667,68.75,37.5,43.75,16.6666666666667,29.1666666666667,37.5,45.8333333333333,47.6190476190476,42.8571428571429,52.3809523809524,46.6666666666667,25,8.33333333333333,58.3333333333333,25,50,33.3333333333333,66.6666666666667,66.6666666666667,25,8.33333333333333,54.1666666666667,37.5,25,50,37.5,54.1666666666667,76.1904761904761,47.6190476190476,76.1904761904761
178,4,4,3,3,0,1,1,1,2,2,3,2,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,2,4,4,5,5,5,4,0,3,3,1,3,3,3,4,87.5,18.75,56.25,100,100,100,25,25,25,91.6666666666668,100,83.3333333333332,79.1666666666667,16.6666666666667,416.666666666667,28.5714285714286,52.3809523809524,66.6666666666667,76.1904761904761,66.6666666666667,80.952380952381,56.6666666666667,70.8333333333332,50,54.1666666666667,62.5,25,37.5,70.8333333333332,41.6666666666667,50,46,62.2222222222222,37.5,100,83.3333333333333,100,100,91.6666666666667,75,91.6666666666667,58.3333333333333,41.6666666666667,83.3333333333333,100,83.3333333333333,83.3333333333333,100,75,83.3333333333333,91.6666666666667,33.3333333333333,33.3333333333333,75,41.6666666666667,50,75,41.6666666666667,33.3333333333333,16.6666666666667,75,50,66.6666666666667,75,83.3333333333333,NA,83.3333333333333,NA,100,100,75,50,41.6666666666667,75,83.3333333333333,50,100,100,83.3333333333333,66.6666666666667,75,58.3333333333333,25,83.3333333333333,75,50,50,66.6666666666667,50,50,50,50,33.3333333333333,50,20,66.6666666666667,50,87.5,18.75,56.25,25,79.1666666666667,29.1666666666667,54.1666666666667,71.4285714285714,66.6666666666667,76.1904761904762,62.2222222222222,41.6666666666667,50,75,41.6666666666667,33.3333333333333,16.6666666666667,75,50,66.6666666666667,75,70.8333333333333,50,54.1666666666667,62.5,25,37.5,40.4761904761904,71.4285714285714,73.8095238095239
179,1,1,1,1,3,2,1,1,NA,NA,NA,NA,0,4,0,4,4,4,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,5,4,4,5,4,4,4,6,NA,NA,NA,NA,25,43.75,NA,66.6666666666668,33.3333333333333,100,33.3333333333333,25,41.6666666666667,NA,NA,NA,75,16.6666666666667,555.555555555555,52.3809523809524,47.6190476190476,42.8571428571429,42.8571428571429,NA,NA,26.6666666666667,62.5,41.6666666666667,58.3333333333333,66.6666666666668,70.8333333333332,75,NA,NA,NA,46,52.2222222222222,54.1666666666667,66.6666666666667,16.6666666666667,75,50,66.6666666666667,25,100,91.6666666666667,100,58.3333333333333,66.6666666666667,83.3333333333333,58.3333333333333,66.6666666666667,83.3333333333333,83.3333333333333,91.6666666666667,58.3333333333333,75,91.6666666666667,83.3333333333333,33.3333333333333,66.6666666666667,25,41.6666666666667,58.3333333333333,66.6666666666667,75,75,58.3333333333333,50,NA,58.3333333333333,NA,50,41.6666666666667,58.3333333333333,58.3333333333333,50,41.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3333333333333,63.3333333333333,NA,25,43.75,NA,33.3333333333333,75,75,NA,42.8571428571429,42.8571428571429,42.8571428571429,52.2222222222222,83.3333333333333,33.3333333333333,66.6666666666667,25,41.6666666666667,58.3333333333333,66.6666666666667,75,75,58.3333333333333,62.5,41.6666666666667,58.3333333333333,66.6666666666667,70.8333333333333,75,50,42.8571428571429,NA
180,3,4,2,2,3,3,3,2,NA,NA,NA,NA,2,2,2,3,3,2,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,5,5,NA,NA,NA,NA,68.75,68.75,NA,58.3333333333333,50,66.6666666666668,70.8333333333332,66.6666666666668,75,NA,NA,NA,87.5,50,1180.55555555555,80.952380952381,71.4285714285714,76.1904761904761,80.952380952381,NA,NA,46.6666666666667,66.6666666666668,58.3333333333333,66.6666666666668,75,62.5,66.6666666666668,NA,NA,NA,12,32.2222222222222,70.8333333333333,58.3333333333333,33.3333333333333,75,66.6666666666667,75,83.3333333333333,91.6666666666667,66.6666666666667,66.6666666666667,33.3333333333333,83.3333333333333,33.3333333333333,66.6666666666667,50,50,58.3333333333333,58.3333333333333,50,33.3333333333333,33.3333333333333,58.3333333333333,25,75,66.6666666666667,66.6666666666667,83.3333333333333,100,75,58.3333333333333,41.6666666666667,66.6666666666667,NA,58.3333333333333,NA,58.3333333333333,58.3333333333333,66.6666666666667,66.6666666666667,41.6666666666667,16.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,103.333333333333,NA,68.75,68.75,NA,70.8333333333333,87.5,83.3333333333333,NA,78.5714285714286,76.1904761904762,80.9523809523809,32.2222222222222,58.3333333333333,25,75,66.6666666666667,66.6666666666667,83.3333333333333,100,75,58.3333333333333,41.6666666666667,66.6666666666667,58.3333333333333,66.6666666666667,75,62.5,66.6666666666667,76.1904761904761,78.5714285714286,NA
181,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,87.5,NA,NA,91.6666666666668,83.3333333333332,100,NA,NA,NA,NA,NA,NA,70.8333333333333,NA,NA,100,95.2380952380953,NA,NA,NA,NA,66.6666666666667,50,50,54.1666666666667,NA,NA,NA,NA,NA,NA,10,26.6666666666667,58.3333333333333,33.3333333333333,33.3333333333333,50,83.3333333333333,91.6666666666667,58.3333333333333,75,100,75,41.6666666666667,50,16.6666666666667,16.6666666666667,66.6666666666667,91.6666666666667,50,16.6666666666667,91.6666666666667,41.6666666666667,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,87.5,NA,NA,NA,70.8333333333333,NA,NA,NA,NA,NA,26.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,54.1666666666667,NA,NA,NA,97.6190476190476,NA,NA
182,3,4,4,3,3,4,3,3,4,1,1,3,3,4,1,4,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,1,2,4,4,4,5,5,4,3,1,87.5,81.25,56.25,83.3333333333332,66.6666666666668,100,83.3333333333332,91.6666666666668,75,87.5,75,100,45.8333333333333,66.6666666666667,1388.88888888889,52.3809523809524,42.8571428571429,85.7142857142857,90.4761904761904,57.1428571428571,90.4761904761904,33.3333333333333,37.5,20.8333333333333,25,29.1666666666668,45.8333333333333,33.3333333333333,33.3333333333333,37.5,20.8333333333333,52,56.6666666666667,66.6666666666667,8.33333333333333,0,83.3333333333333,83.3333333333333,50,83.3333333333333,66.6666666666667,75,25,25,25,25,66.6666666666667,58.3333333333333,41.6666666666667,50,50,50,16.6666666666667,25,41.6666666666667,0,66.6666666666667,66.6666666666667,33.3333333333333,66.6666666666667,58.3333333333333,100,66.6666666666667,50,66.6666666666667,NA,58.3333333333333,NA,33.3333333333333,66.6666666666667,41.6666666666667,75,33.3333333333333,50,25,41.6666666666667,100,75,66.6666666666667,75,58.3333333333333,91.6666666666667,33.3333333333333,41.6666666666667,50,58.3333333333333,91.6666666666667,75,91.6666666666667,83.3333333333333,58.3333333333333,83.3333333333333,66.6666666666667,58.3333333333333,60,50,83.3333333333333,87.5,81.25,56.25,83.3333333333333,45.8333333333333,70.8333333333333,54.1666666666667,88.0952380952381,85.7142857142857,90.4761904761905,56.6666666666667,41.6666666666667,0,66.6666666666667,66.6666666666667,33.3333333333333,66.6666666666667,58.3333333333333,100,66.6666666666667,50,37.5,20.8333333333333,25,29.1666666666667,45.8333333333333,33.3333333333333,47.6190476190476,88.0952380952381,73.8095238095239
183,3,2,0,3,3,3,2,3,3,3,2,2,0,0,0,0,1,2,3,3,3,2,0,2,3,3,4,3,3,3,4,2,4,5,4,2,4,3,3,1,3,3,50,68.75,62.5,12.5,0,25,54.1666666666667,75,33.3333333333333,79.1666666666668,83.3333333333332,75,62.5,50,902.777777777778,85.7142857142857,71.4285714285714,66.6666666666667,85.7142857142857,42.8571428571429,71.4285714285714,40,83.3333333333332,70.8333333333332,50,41.6666666666667,62.5,29.1666666666668,41.6666666666667,29.1666666666668,54.1666666666667,32,68.8888888888888,50,50,0,58.3333333333333,83.3333333333333,83.3333333333333,41.6666666666667,66.6666666666667,75,8.33333333333333,41.6666666666667,66.6666666666667,0,50,83.3333333333333,75,16.6666666666667,58.3333333333333,58.3333333333333,0,16.6666666666667,58.3333333333333,0,58.3333333333333,100,83.3333333333333,33.3333333333333,41.6666666666667,50,25,25,83.3333333333333,NA,50,NA,50,0,0,58.3333333333333,8.33333333333333,8.33333333333333,50,0,66.6666666666667,91.6666666666667,83.3333333333333,58.3333333333333,75,75,16.6666666666667,50,50,8.33333333333333,75,75,75,41.6666666666667,41.6666666666667,25,41.6666666666667,33.3333333333333,50,70,93.3333333333333,50,68.75,62.5,54.1666666666667,62.5,54.1666666666667,41.6666666666667,76.1904761904762,66.6666666666667,85.7142857142857,68.8888888888889,58.3333333333333,0,58.3333333333333,100,83.3333333333333,33.3333333333333,41.6666666666667,50,25,25,83.3333333333333,70.8333333333333,50,41.6666666666667,62.5,29.1666666666667,78.5714285714286,76.1904761904761,57.1428571428571
184,4,4,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,3,4,3,2,2,3,87.5,75,81.25,100,100,100,75,75,75,75,75,75,62.5,50,1250,90.4761904761904,95.2380952380953,71.4285714285714,76.1904761904761,76.1904761904761,85.7142857142857,83.3333333333333,66.6666666666668,79.1666666666668,79.1666666666668,70.8333333333332,83.3333333333332,70.8333333333332,54.1666666666667,54.1666666666667,66.6666666666668,32,20,66.6666666666667,66.6666666666667,16.6666666666667,83.3333333333333,83.3333333333333,58.3333333333333,75,83.3333333333333,8.33333333333333,0,75,75,91.6666666666667,83.3333333333333,75,75,66.6666666666667,75,83.3333333333333,83.3333333333333,83.3333333333333,58.3333333333333,8.33333333333333,91.6666666666667,91.6666666666667,66.6666666666667,66.6666666666667,83.3333333333333,41.6666666666667,16.6666666666667,66.6666666666667,58.3333333333333,NA,91.6666666666667,NA,50,58.3333333333333,83.3333333333333,58.3333333333333,8.33333333333333,75,50,8.33333333333333,83.3333333333333,83.3333333333333,50,66.6666666666667,75,8.33333333333333,0,41.6666666666667,66.6666666666667,66.6666666666667,75,66.6666666666667,66.6666666666667,66.6666666666667,75,50,41.6666666666667,50,86.6666666666667,103.333333333333,110,87.5,75,81.25,75,62.5,58.3333333333333,41.6666666666667,73.8095238095238,71.4285714285714,76.1904761904762,20,58.3333333333333,8.33333333333333,91.6666666666667,91.6666666666667,66.6666666666667,66.6666666666667,83.3333333333333,41.6666666666667,16.6666666666667,66.6666666666667,66.6666666666667,79.1666666666667,79.1666666666667,70.8333333333333,83.3333333333333,70.8333333333333,92.8571428571429,73.8095238095239,80.952380952381
185,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,6,6,5,4,6,6,6,5,6,6,6,3,81.25,81.25,100,100,100,100,95.8333333333332,91.6666666666668,100,100,100,100,87.5,66.6666666666667,1597.22222222222,100,100,100,100,100,100,83.3333333333333,91.6666666666668,66.6666666666668,87.5,79.1666666666668,62.5,91.6666666666668,79.1666666666668,58.3333333333333,66.6666666666668,38,27.7777777777778,66.6666666666667,50,91.6666666666667,100,100,100,91.6666666666667,100,33.3333333333333,58.3333333333333,83.3333333333333,66.6666666666667,83.3333333333333,100,100,100,100,100,50,66.6666666666667,91.6666666666667,50,75,100,100,100,100,100,66.6666666666667,75,83.3333333333333,83.3333333333333,NA,100,NA,100,100,83.3333333333333,75,50,83.3333333333333,75,83.3333333333333,100,100,100,100,91.6666666666667,58.3333333333333,50,66.6666666666667,83.3333333333333,75,91.6666666666667,100,100,83.3333333333333,100,50,50,66.6666666666667,76.6666666666667,80,116.666666666667,81.25,81.25,100,95.8333333333333,87.5,95.8333333333333,87.5,100,100,100,27.7777777777778,50,75,100,100,100,100,100,66.6666666666667,75,83.3333333333333,91.6666666666667,66.6666666666667,87.5,79.1666666666667,62.5,91.6666666666667,100,100,100
186,3,3,2,1,2,1,0,0,2,2,1,0,2,2,3,4,4,4,1,3,2,4,4,3,2,2,2,4,4,3,4,3,4,5,5,4,3,3,4,3,4,3,56.25,18.75,31.25,79.1666666666668,58.3333333333333,100,70.8333333333332,50,91.6666666666668,70.8333333333332,50,91.6666666666668,66.6666666666667,50,1180.55555555555,71.4285714285714,66.6666666666667,95.2380952380953,61.9047619047619,76.1904761904761,52.3809523809524,43.3333333333333,62.5,50,62.5,58.3333333333333,33.3333333333333,50,41.6666666666667,16.6666666666667,33.3333333333333,18,50,62.5,41.6666666666667,16.6666666666667,83.3333333333333,91.6666666666667,91.6666666666667,100,58.3333333333333,50,16.6666666666667,41.6666666666667,100,83.3333333333333,75,66.6666666666667,83.3333333333333,91.6666666666667,58.3333333333333,75,66.6666666666667,75,41.6666666666667,0,58.3333333333333,75,91.6666666666667,91.6666666666667,66.6666666666667,41.6666666666667,16.6666666666667,16.6666666666667,50,NA,50,NA,83.3333333333333,75,75,50,33.3333333333333,25,33.3333333333333,0,66.6666666666667,83.3333333333333,91.6666666666667,100,66.6666666666667,58.3333333333333,8.33333333333333,25,25,16.6666666666667,75,91.6666666666667,83.3333333333333,83.3333333333333,75,66.6666666666667,25,41.6666666666667,63.3333333333333,70,106.666666666667,56.25,18.75,31.25,70.8333333333333,66.6666666666667,62.5,58.3333333333333,78.5714285714286,95.2380952380952,61.9047619047619,50,41.6666666666667,0,58.3333333333333,75,91.6666666666667,91.6666666666667,66.6666666666667,41.6666666666667,16.6666666666667,16.6666666666667,62.5,50,62.5,58.3333333333333,33.3333333333333,50,69.047619047619,78.5714285714286,64.2857142857143
187,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,58.3333333333333,50,66.6666666666668,NA,NA,NA,NA,NA,NA,70.8333333333333,NA,NA,66.6666666666667,66.6666666666667,NA,NA,NA,NA,43.3333333333333,58.3333333333333,75,45.8333333333333,NA,NA,NA,NA,NA,NA,38,44.4444444444445,62.5,58.3333333333333,25,66.6666666666667,75,66.6666666666667,66.6666666666667,66.6666666666667,91.6666666666667,58.3333333333333,58.3333333333333,50,25,50,83.3333333333333,66.6666666666667,50,75,83.3333333333333,58.3333333333333,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.3333333333333,NA,NA,50,NA,NA,NA,70.8333333333333,NA,NA,NA,NA,NA,44.4444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3333333333333,75,45.8333333333333,NA,NA,NA,66.6666666666667,NA,NA
188,NA,NA,NA,NA,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,2,3,3,3,4,3,0,3,3,3,3,2,3,0,3,1,0,0,0,0,0,0,0,0,NA,75,75,NA,NA,NA,75,66.6666666666668,83.3333333333332,58.3333333333333,50,66.6666666666668,29.1666666666667,50,1250,NA,NA,76.1904761904761,85.7142857142857,71.4285714285714,80.952380952381,NA,66.6666666666668,79.1666666666668,83.3333333333332,75,62.5,66.6666666666668,50,70.8333333333332,50,NA,NA,NA,91.6666666666667,16.6666666666667,58.3333333333333,83.3333333333333,66.6666666666667,33.3333333333333,33.3333333333333,58.3333333333333,33.3333333333333,83.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3333333333333,0,41.6666666666667,75,33.3333333333333,41.6666666666667,50,41.6666666666667,0,33.3333333333333,75,NA,41.6666666666667,NA,41.6666666666667,33.3333333333333,66.6666666666667,16.6666666666667,0,75,83.3333333333333,33.3333333333333,66.6666666666667,83.3333333333333,41.6666666666667,25,41.6666666666667,25,0,66.6666666666667,83.3333333333333,41.6666666666667,50,83.3333333333333,66.6666666666667,33.3333333333333,0,41.6666666666667,0,50,80,90,80,NA,75,75,75,29.1666666666667,0,0,80.9523809523809,76.1904761904762,85.7142857142857,NA,58.3333333333333,0,41.6666666666667,75,33.3333333333333,41.6666666666667,50,41.6666666666667,0,33.3333333333333,66.6666666666667,79.1666666666667,83.3333333333333,75,62.5,66.6666666666667,NA,80.952380952381,76.1904761904761
